109 , conceded 
111 , total 
113 , na enna 
113 , ah 
114 , share 
114 , waytomarinabeach 
115 , will support 
115 , protect 
117 , have decided to conduct 
118 , held 
118 , will reveal 
119 , dedicating 
119 , to doctor 
121 , taking 
124 , approved 
124 , go 
124 , amp 
126 , please keep 
127 , mount 
128 , get 
133 , notice to tn 
134 , to be organized 
137 , approved 
139 , to happen 
139 , geth 
142 , notice to tn 
144 , show 
145 , is 
146 , is 
146 , including 
147 , approves 
147 , passed 
148 , were chatg 
148 , was 
149 , announced 
149 , get 
151 , approved 
152 , jallikattuprotest 
153 , maharashtra 
153 , kerala 
154 , illaya 
156 , were not allowed to protest 
158 , extends 
158 , to jallikattu 
160 , bulltaming 
160 , begins 
162 , arrest 
162 , release 
162 , str 
166 , d 
166 , majesty 
166 , say 
166 , is 
166 , resolved 
167 , dropped 
167 , to jallikattu 
168 , announced 
169 , share 
170 , does do 
171 , approves 
171 , passed 
172 , to be conducted 
174 , passed 
177 , is 
177 , to demonetisationdisaster 
177 , becomes 
178 , excited 
178 , will be 
179 , accepts 
179 , passed 
181 , gets president nod 
186 , to be conducetd 
186 , anna 
187 , maatanga 
187 , amend 
188 , s 
188 , challenged 
188 , is 
188 , did 
189 , ah 
190 , may call 
190 , lies 
190 , expected 
191 , to conduct 
193 , to be conducetd 
195 , awaits 
199 , is 
199 , isquotestatus 
199 , hashtags 
199 , id 
199 , retweeted 
199 , favorited 
199 , cdeed 
199 , istranslationenabled 
199 , following 
199 , may contributorsenabled 
199 , protected 
201 , decides to conduct 
202 , is 
202 , to decide 
202 , make 
202 , let 
203 , have decided to conduct 
205 , breaking 
206 , adjourns hearing 
206 , asks 
206 , to return 
207 , decides to conduct 
208 , have decided to conduct 
209 , amp 
209 , is 
209 , took 
210 , approves 
210 , starts 
211 , have 
211 , is promoting 
211 , blackbuckshooting 
211 , now coming 
212 , ll become 
214 , do 
216 , meaning 
217 , have decided to conduct 
218 , hv 
218 , to enter 
218 , is 
218 , supporting 
218 , hv 
221 , has approved 
221 , passed 
222 , madras 
222 , notice to tamilnadu 
226 , madras 
226 , notice to tn 
227 , to be conducted 
228 , jallikattu 
228 , i 
229 , has approved 
229 , passed 
230 , approved 
230 , passed 
230 , regulate 
231 , announced 
231 , get 
232 , invites 
232 , to watch 
232 , is happening 
233 , approved 
233 , pca 
234 , approved 
234 , pca 
238 , has approved 
238 , passed 
240 , to jallikattu 
241 , translate 
241 , shared 
241 , d 
241 , to illgovernanceneed 
242 , jallikattuprotest 
242 , tamilpride saveourculturejalli 
244 , is 
244 , victory 
244 , can take 
244 , govt failed 
245 , jallikattunadathurom 
247 , meet 
249 , bairavaa silently crossed 
251 , passed 
252 , will increase 
253 , would have apologised 
253 , letting 
253 , had gone 
255 , recall 
255 , approved 
255 , mentioned 
257 , creating 
257 , making 
257 , happen 
259 , passed 
260 , signed 
261 , hearing 
261 , was 
262 , to boycott 
263 , are confirmed 
265 , announced 
265 , get 
266 , express 
267 , get 
269 , be 
270 , to remain 
270 , hc 
270 , to await 
271 , is 
271 , to support 
272 , is 
272 , passed 
273 , amendpca 
273 , approves 
278 , says 
279 , is 
279 , started 
279 , need 
282 , to telecast 
283 , is 
283 , has permitted 
283 , conceded 
287 , created 
289 , have got mingled 
289 , is intelli 
290 , said 
291 , approves 
291 , passed 
293 , given 
297 , discussed 
297 , confirmed 
298 , meet regarding 
298 , to release 
300 , to learn 
300 , to protest 
300 , to respect 
300 , salute 
302 , shouldnt done 
303 , listen to jallikattu 
305 , burning 
305 , falling 
305 , played 
306 , to learn 
306 , to protest 
306 , to respect 
306 , salute to ppl 
311 , is 
311 , is 
314 , burn 
315 , increasing 
315 , happening 
316 , pranabmukherjee signed 
316 , cleared 
316 , passed 
317 , shit 
317 , did u know 
317 , is 
317 , spread 
319 , am 
319 , jallikattu 
319 , spirit 
319 , need 
319 , salute 
321 , is 
321 , doing 
321 , helps breeding 
324 , has approved jallikattu 
324 , passed 
325 , is 
325 , were raped 
325 , molested got to know 
326 , provides 
326 , to tamilnadu 
327 , explaining 
327 , supported 
328 , wants 
329 , is 
329 , know 
329 , read 
330 , said 
330 , is 
330 , says 
330 , is 
331 , gives 
334 , is 
335 , gone 
335 , are 
336 , seeks 
338 , bollywood infiltrated 
338 , exposed 
341 , is 
341 , gameits 
342 , max 
345 , leave 
346 , am 
347 , letsdojallikattu 
348 , postponed 
348 , to jallikattu 
348 , to release 
348 , now following 
349 , is measured based 
351 , approves 
352 , should investigate 
352 , was 
353 , extends 
356 , to hear 
357 , get 
357 , banned 
360 , jallikattu 
362 , is 
362 , presented 
366 , saw 
367 , apologizes 
367 , to 
368 , ceo 
368 , exposed 
370 , invited 
371 , thank 
371 , helped 
371 , wil announce 
372 , s 
372 , meet 
373 , to beat 
373 , are fighting 
374 , was 
374 , wanted 
374 , say 
374 , was said 
374 , should have clarified 
376 , hear 
376 , gave 
376 , hope 
376 , ll move awayjallikattuforever 
377 , listen 
377 , are slapped 
379 , breaking 
380 , to be held 
382 , approved 
383 , thank 
384 , has entered 
386 , is 
387 , being fed 
387 , chennai 
388 , pranabmukherjee signed 
388 , cleared 
388 , passed 
389 , issued 
389 , made 
389 , filed 
390 , accepted 
390 , passed 
390 , did 
391 , injured 
393 , to celebrate and say 
394 , tamilnaducm 
395 , seeks 
395 , to now jallikattu 
401 , ena 
402 , should build 
402 , speaking 
402 , look 
402 , has progressed 
403 , diverting 
403 , watch 
403 , must share 
404 , accepted 
404 , passed 
405 , has approved 
405 , passed 
406 , approved 
408 , isquotestatus 
408 , hashtags 
408 , retweeted 
408 , favorited 
408 , truncated 
409 , is 
409 , is eating 
409 , playing 
409 , keeping 
409 , is 
411 , breaking 
412 , won 
413 , to kahi 
414 , signed 
414 , cleared 
414 , passed 
415 , thank 
415 , helped 
415 , wil announce 
419 , was 
419 , should bring 
420 , banned 
420 , was 
420 , did not bother 
421 , extended 
421 , to tngovt 
421 , approved 
423 , revealed 
424 , is 
424 , must see 
426 , approves 
428 , has approved 
428 , passed 
430 , approves 
430 , was passed 
431 , dedicated 
432 , thank 
432 , approving 
432 , passed 
437 , approved 
438 , is 
438 , to karnataka 
438 , is 
438 , to tamil 
439 , asks 
439 , to come 
439 , ruling 
441 , gives 
442 , invited 
443 , drowned 
444 , asks 
444 , to come 
444 , delivers 
445 , demands to cm 
446 , is sumo wrestling 
446 , is 
446 , is 
446 , watch 
447 , is 
447 , is to always prevail 
447 , have 
448 , asks 
448 , to come 
448 , delivers 
450 , will publish 
452 , set 
452 , jallikattu 
453 , haasan 
453 , setting 
454 , to be tried 
454 , wed 
454 , is jallikattu 
456 , not b banned 
456 , remember 
456 , r saving 
460 , want to ban 
461 , sakti 
462 , respects 
462 , preserving 
464 , s 
464 , conducting 
464 , s 
464 , to preserve 
470 , to jallikattu 
470 , constitutes 
470 , was 
477 , weneedourjallikattu 
478 , confirm 
479 , to kahi 
481 , need to banpetaindia 
483 , farming 
483 , is facing 
484 , am 
484 , hope 
484 , gets banned 
486 , to jallikattu 
486 , constitutes 
486 , was 
487 , asks 
487 , to come 
487 , ruling 
488 , extends 
488 , to jallikattu 
488 , is 
489 , adjourned 
489 , advised 
489 , to come 
491 , r killed 
493 , is 
493 , should be closed 
493 , to decide 
493 , like 
494 , oped 
494 , read sshot 
494 , is 
496 , breaking 
496 , adjourns 
496 , asks 
496 , to wait 
497 , please follow 
498 , adjourns 
498 , calls 
499 , are 
499 , stand 
499 , is 
500 , jallikattuordinance 
501 , pradesh 
501 , are stunted 
504 , are 
504 , show 
505 , may get 
506 , met 
507 , well written 
509 , to misuse 
510 , stunting 
510 , aged 
511 , adjourned 
511 , advised 
511 , to come 
513 , ranked 
514 , met 
514 , isquotestatus 
514 , urls 
514 , id 
514 , retweeted 
514 , favorited 
514 , cdeed 
514 , cdeed 
514 , istranslationenabled 
514 , help 
514 , to help 
514 , love 
514 , to love 
514 , following 
514 , sai 
514 , sat 
514 , contributorsenabled 
514 , protected 
517 , defending 
517 , to rethink 
518 , is 
518 , staying 
520 , heres 
520 , wanted to stop 
520 , coke 
521 , seeks 
522 , know 
522 , r 
522 , jallikattu 
522 , will change 
523 , showed 
523 , woke 
523 , does 
524 , is 
524 , im 
524 , is 
525 , adjourns 
525 , ask 
525 , to come 
525 , gives 
527 , improving 
527 , castes 
529 , adjourned 
529 , advised to come 
530 , adjourned 
530 , advised 
530 , to come 
531 , adjourned 
531 , advised to come 
532 , adjourned 
532 , advised 
532 , to come 
533 , adjourned 
533 , advised 
533 , to come 
534 , adjourns 
534 , asks 
534 , to approach 
537 , to ban 
539 , refuses to lift stay 
539 , will wait 
542 , must watch 
543 , learning 
543 , were 
543 , was allowed 
544 , rft 
544 , is 
545 , forgot 
545 , happened 
545 , was 
545 , how 
545 , got 
546 , ban 
546 , salesgood 
547 , demands 
548 , to review 
549 , affected 
549 , is 
549 , be 
550 , is not followed 
550 , to jallikattu 
551 , gave 
551 , will bollywood 
552 , bastardhis 
552 , are 
557 , feel 
557 , is 
557 , re 
558 , banned 
558 , speaks 
559 , supports 
560 , explored 
562 , claiming 
562 , was 
563 , opened 
563 , hear 
563 , dnt 
565 , are 
570 , addressing 
570 , sharing 
571 , know 
572 , achieved 
572 , thanks 
572 , have started 
573 , wins 
573 , wins 
573 , wins 
574 , was happening 
574 , is explodingfrom 
575 , beats 
576 , ruled 
576 , be conducted 
578 , do you think 
578 , is 
579 , banned 
579 , speaks 
580 , ruining 
581 , are 
589 , can anticipate 
589 , rally 
589 , considering 
589 , is 
591 , forgot 
591 , happened 
591 , was 
591 , how 
591 , got caught 
593 , copied 
593 , is 
596 , arrest 
596 , lashes 
597 , says 
599 , missing 
601 , find 
601 , was 
602 , expressed 
602 , twisted and taken 
608 , is 
612 , was thinking 
613 , instigated 
614 , made 
614 , fool 
616 , held 
617 , houses not jallikattu hear 
618 , justiceforjallikattu saveourculturejallikattu 
619 , harrisjayaraj thank you 
621 , banning 
621 , makes 
621 , working 
621 , increasing 
621 , stop k 
622 , amendpca tamilnadu 
623 , is 
623 , lashes 
627 , said 
627 , am 
627 , see 
628 , seen 
629 , is 
629 , started 
629 , need 
633 , fought 
633 , made 
633 , happen 
633 , is 
633 , to fight and get 
634 , thinks 
634 , is secretly backed 
634 , is living 
637 , how 
637 , injured 
637 , see 
637 , injured 
638 , s 
639 , diwali 
639 , dahihandi 
640 , will starve 
640 , ban 
640 , dont do 
641 , should save 
643 , amp 
643 , is 
643 , see 
644 , feel 
644 , chennai well beat 
644 , were 
646 , appearing 
646 , claimed to be 
646 , then tamil 
647 , want to make 
648 , involved 
648 , banning 
648 , see 
649 , met 
650 , kills 
651 , is 
651 , banned 
651 , was jairam 
653 , is 
653 , is 
653 , is 
654 , come 
654 , go do 
654 , to create 
654 , are shameless na jallikattu 
655 , is 
655 , reveal d 
656 , paritchai 
659 , to be 
660 , cong 
660 , abusing 
660 , swamy 
661 , s 
664 , will publish 
665 , speaks 
667 , speaks 
668 , watch 
668 , are 
668 , battling 
668 , are 
669 , says 
669 , should be 
669 , watch 
669 , to know 
670 , will be slaughtered 
670 , stays banned 
670 , is 
671 , is 
671 , happens 
672 , keeps 
672 , should ensure 
674 , turned 
676 , jallikattu 
676 , balaya jai 
676 , hosur 
677 , to ensure 
677 , are 
679 , needed 
679 , is not banning 
679 , to ensure 
679 , are 
682 , should be remembered 
682 , be 
682 , exp 
684 , opaneerselvam 
685 , been 
685 , bringing 
685 , is 
685 , to safeguard 
688 , be 
688 , hindu 
688 , jallikattu get 
689 , will witness 
689 , favors 
689 , will mention 
690 , is 
690 , eating 
690 , love 
690 , will they stop eatin 
691 , will fast and lend 
693 , its embracing 
693 , should see 
693 , loves 
693 , engages itself 
694 , looks 
695 , is 
695 , is embracing 
696 , to jallikattu 
696 , need promote 
696 , removing 
697 , to jallikattu 
697 , need promote 
697 , removing 
698 , is 
698 , linked 
698 , linking 
699 , has been projected 
699 , got convinced 
699 , are realbanned it 
700 , supporting 
700 , overlooking 
701 , held 
701 , demanded 
702 , jallikattu celebrated 
703 , wins 
703 , wins 
703 , wins 
